hangul,hanja,flag,date,note
가,可,D,2017-06-04,옳을 가
가,家,D,2017-06-04,집 가
가,加,D,2017-06-04,더할 가
가,歌,D,2017-06-04,노래 가
가,價,D,2017-06-04,값 가
가,街,D,2017-06-04,거리 가
가,假,D,2017-06-04,거짓 가
가,佳,D,2017-06-04,아름다울 가
가,暇,D,2017-06-04,겨를 가
가,架,D,2017-06-04,시렁 가
가,价,D,2017-06-04,
가,賈,D,2017-06-04,"값 가, 값/성 가"
가,伽,D,2017-06-04,절 가
가,柯,D,2017-06-04,가지 가
가,迦,D,2017-06-04,부처이름 가
가,軻,D,2017-06-04,"수레 가기 힘들 가, 바퀴굴대 가"
가,嘉,D,2017-06-04,아름다울 가
가,駕,D,2017-06-04,멍에 가
가,嫁,D,2017-06-04,시집갈 가
가,稼,D,2017-06-04,"심을 가, 곡식심을 가"
가,哥,D,2017-06-04,"노래 가, 형언니 가"
가,呵,D,2017-06-04,꾸짖을 가
가,苛,D,2017-06-04,"매울 가, 까다로울 가"
가,袈,D,2017-06-04,가사 가
가,訶,D,2017-06-04,꾸짖을 가
가,枷,D,2017-06-04,"목칼 가, 도리깨채 가, 형구 가"
가,珂,D,2017-06-04,옥 이름 가
가,茄,D,2017-06-04,가지 가
가,痂,D,2017-06-04,헌데 딱지 가
가,跏,D,2017-06-04,"책상다리할 가, 도사리어 앉을 가"
가,斝,D,2017-06-04,옥잔 가
가,葭,D,2017-06-04,갈대 가
가,舸,D,2017-06-04,큰 배 가
가,笳,D,2017-06-04,갈잎피리 가
가,哿,D,2017-06-04,좋을 가
가,坷,D,2017-06-04,험할 가
가,檟,D,2017-06-04,오동나무 가
가,謌,D,2017-06-04,歌와 同字
가,珈,D,2017-06-04,머리꾸미개 가
가,砢,D,2017-06-04,
가,佉,D,2017-06-04,
가,呿,D,2017-06-04,
가,榎,D,2017-06-04,檟와 同字
가,仮,D,2017-06-04,假의 略字
가,傢,D,2017-06-04,세간 가
가,咖,D,2017-06-04,"커피차 가, 커피의 음차로 쓰는자 가"
가,瘕,D,2017-06-04,
가,耞,D,2017-06-04,도리깨 가
가,宊,D,2017-06-04,
가,椵,D,2017-06-04,
가,叚,D,2017-06-04,
가,価,D,2017-06-04,
가,猳,D,2017-06-04,
가,髂,D,2017-06-04,
가,瘸,D,2017-06-04,
가,鴐,D,2017-06-04,
가,䴥,D,2017-06-04,
가,拁,D,2017-06-04,
가,㤎,D,2017-06-04,
가,榢,D,2017-06-04,
가,毠,D,2017-06-04,
가,溊,D,2017-06-04,
가,牁,D,2017-06-04,
가,豭,D,2017-06-04,
가,槚,D,2017-06-04,
가,诃,D,2017-06-04,
가,贾,D,2017-06-04,
가,轲,D,2017-06-04,
가,镓,D,2017-06-04,
가,驾,D,2017-06-04,
가,鲄,D,2017-06-04,
가,婽,D,2017-06-04,
가,尜,D,2017-06-04,
가,岢,D,2017-06-04,
가,幏,D,2017-06-04,
가,彁,D,2017-06-04,
가,徦,D,2017-06-04,
가,愘,D,2017-06-04,
가,戓,D,2017-06-04,
가,戨,D,2017-06-04,
가,斚,D,2017-06-04,
가,樖,D,2017-06-04,
가,泇,D,2017-06-04,
가,渮,D,2017-06-04,
가,滒,D,2017-06-04,
가,炣,D,2017-06-04,
가,牫,D,2017-06-04,
가,牱,D,2017-06-04,
가,犌,D,2017-06-04,
가,玍,D,2017-06-04,
가,癿,D,2017-06-04,
가,笴,D,2017-06-04,
가,糘,D,2017-06-04,
가,胢,D,2017-06-04,
가,腵,D,2017-06-04,
가,蚵,D,2017-06-04,
가,貑,D,2017-06-04,
가,跒,D,2017-06-04,
가,酠,D,2017-06-04,
가,鉫,D,2017-06-04,
가,鉲,D,2017-06-04,
가,鎵,D,2017-06-04,
가,鎶,D,2017-06-04,
가,魺,D,2017-06-04,
가,鴚,D,2017-06-04,
가,麚,D,2017-06-04,
가,㗎,D,2017-06-04,
가,㚙,D,2017-06-04,
가,㞹,D,2017-06-04,
가,㢦,D,2017-06-04,
가,㤉,D,2017-06-04,
가,㧝,D,2017-06-04,
가,㪃,D,2017-06-04,
가,㪼,D,2017-06-04,
가,㱒,D,2017-06-04,
가,㹢,D,2017-06-04,
가,䂟,D,2017-06-04,
가,䈔,D,2017-06-04,
가,䑝,D,2017-06-04,
가,䔅,D,2017-06-04,
가,䕒,D,2017-06-04,
가,䪪,D,2017-06-04,
가,䯊,D,2017-06-04,
가,䶗,D,2017-06-04,
가,嘏,I,2017-06-04,
각,各,D,2017-06-04,각각 각
각,角,D,2017-06-04,뿔 각
각,脚,D,2017-06-04,"다리 각, 종아리 각"
각,覺,D,2017-06-04,깨달을 각
각,閣,D,2017-06-04,"문설주 각, 다락집 각"
각,刻,D,2017-06-04,새길 각
각,却,D,2017-06-04,물리칠 각
각,珏,D,2017-06-04,쌍옥 각
각,恪,D,2017-06-04,"삼갈 각, 공경할 각"
각,殼,D,2017-06-04,껍질 각
각,慤,D,2017-06-04,"삼갈 각, 정성 각"
각,榷,D,2017-06-04,
각,骼,D,2017-06-04,
각,桷,D,2017-06-04,서까래 각
각,礭,D,2017-06-04,
각,搉,D,2017-06-04,칠 각
각,卻,D,2017-06-04,却의 本字
각,躩,D,2017-06-04,
각,咯,D,2017-06-04,토할 각
각,埆,D,2017-06-04,메마를 각
각,擱,D,2017-06-04,놓을 각
각,塙,D,2017-06-04,
각,阁,D,2017-06-04,
각,愨,D,2017-06-04,
각,覚,D,2017-06-04,
각,礐,D,2017-06-04,
각,殻,D,2017-06-04,
각,胳,D,2017-06-04,
각,傕,D,2017-06-04,
각,崅,D,2017-06-04,
각,茖,D,2017-06-04,
각,佫,D,2017-06-04,
각,墧,D,2017-06-04,
각,斍,D,2017-06-04,
각,腳,D,2017-06-04,
각,隺,D,2017-06-04,
각,㩁,D,2017-06-04,
각,㰌,D,2017-06-04,
각,㴶,D,2017-06-04,
각,壳,D,2017-06-04,
각,悫,D,2017-06-04,
각,搁,D,2017-06-04,
각,觉,D,2017-06-04,
각,愙,D,2017-06-04,
각,捔,D,2017-06-04,
각,斠,D,2017-06-04,
각,櫊,D,2017-06-04,
각,毃,D,2017-06-04,
각,玨,D,2017-06-04,
각,袼,D,2017-06-04,
각,覐,D,2017-06-04,
각,踋,D,2017-06-04,
각,鵅,D,2017-06-04,
각,鵤,D,2017-06-04,
각,㑢,D,2017-06-04,
각,㔖,D,2017-06-04,
각,㕁,D,2017-06-04,
각,㙾,D,2017-06-04,
각,㤩,D,2017-06-04,
각,㱋,D,2017-06-04,
각,㱿,D,2017-06-04,
각,㲉,D,2017-06-04,
각,㾡,D,2017-06-04,
각,䁷,D,2017-06-04,
각,䇶,D,2017-06-04,
각,䐘,D,2017-06-04,
각,䖼,D,2017-06-04,
각,䟩,D,2017-06-04,
각,䧄,D,2017-06-04,
각,䶅,D,2017-06-04,
간,間,D,2017-06-04,"틈 간, 사이 간"
간,干,D,2017-06-04,방패 간
간,看,D,2017-06-04,볼 간
간,乾,D,2017-06-04,마를 간
간,幹,D,2017-06-04,"줄기 간, 우물난간 간"
간,姦,D,2017-06-04,간사할 간
간,刊,D,2017-06-04,책 펴낼 간
간,肝,D,2017-06-04,간 간
간,簡,D,2017-06-04,대쪽 간
간,懇,D,2017-06-04,"정성 간, 간절할 간"
간,奸,D,2017-06-04,"범할 간, 간악할 간, 간사할 간"
간,艮,D,2017-06-04,"괘이름 간, 간방 간"
간,杆,D,2017-06-04,"지레 간, 나무이름 간, 산뽕나무 간"
간,諫,D,2017-06-04,간할 간
간,艱,D,2017-06-04,"어려울 간, 고생살이 간"
간,揀,D,2017-06-04,"가릴 간, 분별할 간"
간,澗,D,2017-06-04,산골물 간
간,竿,D,2017-06-04,"장대 간, 화살대 간, 횃대 간, 대줄기 간"
간,墾,D,2017-06-04,"따비질할 간, 개간할 간"
간,癎,D,2017-06-04,"경풍 간, 간질 간"
간,侃,D,2017-06-04,강직할 간
간,柬,D,2017-06-04,가릴 간
간,磵,D,2017-06-04,"산골 시내 간, 석간수 간, 산골물 간"
간,桿,D,2017-06-04,줄기
간,稈,D,2017-06-04,"짚 간, 볏짚 간"
간,赶,D,2017-06-04,달릴 간
간,衎,D,2017-06-04,"즐길 간, 바를 간"
간,慳,D,2017-06-04,아낄 간
간,榦,D,2017-06-04,幹의 本字
간,玕,D,2017-06-04,옥돌 간
간,迀,D,2017-06-04,"구할 간, 권할 간"
간,偘,D,2017-06-04,侃과 同字
간,秆,D,2017-06-04,稈과 同字
간,栞,D,2017-06-04,도표 간
간,茛,D,2017-06-04,"독초이름 간, 미나리아재비 간"
간,齦,D,2017-06-04,물을 간
간,间,D,2017-06-04,
간,恳,D,2017-06-04,
간,旰,D,2017-06-04,
간,简,D,2017-06-04,
간,㸔,D,2017-06-04,
간,簳,D,2017-06-04,
간,瞯,D,2017-06-04,
간,㵎,D,2017-06-04,
간,趕,D,2017-06-04,
간,暕,D,2017-06-04,
간,盰,D,2017-06-04,
간,覸,D,2017-06-04,
간,顅,D,2017-06-04,
간,芉,D,2017-06-04,
간,囏,D,2017-06-04,
간,涆,D,2017-06-04,
간,貇,D,2017-06-04,
간,鬝,D,2017-06-04,
간,㿻,D,2017-06-04,
간,悭,D,2017-06-04,
간,拣,D,2017-06-04,
간,擀,D,2017-06-04,
간,涧,D,2017-06-04,
간,痫,D,2017-06-04,
간,羟,D,2017-06-04,
간,艰,D,2017-06-04,
간,裥,D,2017-06-04,
간,谏,D,2017-06-04,
간,踬,D,2017-06-04,
간,锏,D,2017-06-04,
간,龈,D,2017-06-04,
간,倝,D,2017-06-04,
간,墹,D,2017-06-04,
간,姧,D,2017-06-04,
간,婜,D,2017-06-04,
간,孯,D,2017-06-04,
간,忓,D,2017-06-04,
간,攼,D,2017-06-04,
간,檊,D,2017-06-04,
간,癇,D,2017-06-04,
간,癷,D,2017-06-04,
간,皯,D,2017-06-04,
간,硍,D,2017-06-04,
간,礀,D,2017-06-04,
간,筸,D,2017-06-04,
간,粯,D,2017-06-04,
간,繝,D,2017-06-04,
간,羥,D,2017-06-04,
간,葌,D,2017-06-04,
간,蕑,D,2017-06-04,
간,蕳,D,2017-06-04,
간,虷,D,2017-06-04,
간,衦,D,2017-06-04,
간,裉,D,2017-06-04,
간,襇,D,2017-06-04,
간,襉,D,2017-06-04,
간,豤,D,2017-06-04,
간,鐗,D,2017-06-04,
간,鐧,D,2017-06-04,
간,靬,D,2017-06-04,
간,馯,D,2017-06-04,
간,鬜,D,2017-06-04,
간,鳱,D,2017-06-04,
간,鶫,D,2017-06-04,
간,㫔,D,2017-06-04,
간,㶕,D,2017-06-04,
간,㶥,D,2017-06-04,
간,㸧,D,2017-06-04,
간,䉍,D,2017-06-04,
간,䓸,D,2017-06-04,
간,䔵,D,2017-06-04,
간,䧲,D,2017-06-04,
간,䫀,D,2017-06-04,
간,䯎,D,2017-06-04,
간,䳚,D,2017-06-04,
간,䵟,D,2017-06-04,
간,矸,I,2017-06-04,
갈,渴,D,2017-06-04,"목마를 갈, 급할 갈"
갈,葛,D,2017-06-04,칡 갈
갈,鞨,D,2017-06-04,"말갈나라 갈, 말갈보석 갈"
갈,竭,D,2017-06-04,"다할 갈, 마를 갈"
갈,喝,D,2017-06-04,"꾸짖을 갈, 성낸 소리 갈"
갈,褐,D,2017-06-04,"털베 갈, 굵은 베 갈, 천한사람 갈, 갈옷 갈"
갈,曷,D,2017-06-04,"어찌 갈, 그칠 갈, 벌레이름 갈"
갈,碣,D,2017-06-04,"비 갈, 우뚝선 돌 갈, 동해의 산이름 갈"
갈,蝎,D,2017-06-04,"전갈 갈, 빈대 갈"
갈,乫,D,2017-06-04,땅이름 갈
갈,羯,D,2017-06-04,"불친 양 갈, 땅이름 갈"
갈,秸,D,2017-06-04,"볏짚 갈, 짚 고갱이 갈"
갈,鶡,D,2017-06-04,
갈,楬,D,2017-06-04,패를 써서 표시할 갈
갈,噶,D,2017-06-04,"벼슬이름 갈, 땅이름 갈"
갈,蠍,D,2017-06-04,전갈 갈
갈,暍,D,2017-06-04,
갈,渇,D,2017-06-04,
갈,輵,D,2017-06-04,
갈,轕,D,2017-06-04,
갈,鍻,D,2017-06-04,
갈,鹖,D,2017-06-04,
갈,圿,D,2017-06-04,
갈,嵑,D,2017-06-04,
갈,嶱,D,2017-06-04,
갈,扴,D,2017-06-04,
갈,擖,D,2017-06-04,
갈,毼,D,2017-06-04,
갈,獦,D,2017-06-04,
갈,礍,D,2017-06-04,
갈,鞂,D,2017-06-04,
갈,騔,D,2017-06-04,
갈,骱,D,2017-06-04,
갈,㐓,D,2017-06-04,
갈,㓞,D,2017-06-04,
갈,㓤,D,2017-06-04,
갈,㠰,D,2017-06-04,
갈,㬞,D,2017-06-04,
갈,㮖,D,2017-06-04,
갈,㵣,D,2017-06-04,
갈,㵧,D,2017-06-04,
갈,䂒,D,2017-06-04,
갈,䅥,D,2017-06-04,
갈,䈓,D,2017-06-04,
감,感,D,2017-06-04,"감동할 감, 찌를 감, 깨달을 감, 느낄 감"
감,減,D,2017-06-04,"덜 감, 무지러질 감, 가벼울 감, 물이름 감, 감할 감"
감,敢,D,2017-06-04,"감히 감, 구태여 감, 날랠 감, 용맹할 감"
감,甘,D,2017-06-04,"달 감, 달게 여길 감"
감,監,D,2017-06-04,"거느릴 감, 살필 감, 볼 감, 벼슬 감, 감옥 감"
감,鑑,D,2017-06-04,"거울 감, 밝을 감, 비칠 감, 경계할 감"
감,憾,D,2017-06-04,"섭섭할 감, 한할 감, 한혐할 감"
감,邯,D,2017-06-04,조나라 서울
감,堪,D,2017-06-04,"견딜 감, 이길 감, 맡을 감, 하늘 감, 산 모양이 기괴할 감"
감,勘,D,2017-06-04,"마감할 감, 정할 감"
감,瞰,D,2017-06-04,"굽어볼 감, 내려다 볼 감"
감,紺,D,2017-06-04,"아청 감, 보랏빛 감, 연보라 감"
감,柑,D,2017-06-04,"감귤 감, 감자 감"
감,疳,D,2017-06-04,"감질병 감, 궤양 감, 창병 감, 종기 아플 감"
감,坎,D,2017-06-04,"구덩이 감, 험할 감, 작은 잔 감, 괘 이름 감, 불우하여 뜻을 이루지 못할 감"
감,戡,D,2017-06-04,"찌를 감, 이길 감, 죽일 감"
감,鑒,D,2017-06-04,"鑑과 同字, 거울 감"
감,嵌,D,2017-06-04,"깊은 골 감, 곁굴 감, 깊은 산 감, 산골짜기 감"
감,橄,D,2017-06-04,감람나무 감
감,龕,D,2017-06-04,"취할 감, 이길 감, 감실 감"
감,歛,D,2017-06-04,
감,酣,D,2017-06-04,
감,撼,D,2017-06-04,"흔들 감, 움직일 감, 깨뜨릴 감"
감,欿,D,2017-06-04,"서운할 감, 찌푸릴 감, 걱정할 감"
감,减,D,2017-06-04,
감,弇,D,2017-06-04,"뚜껑 감, 사람이름 감"
감,嵁,D,2017-06-04,산 험할 감
감,闞,D,2017-06-04,
감,憨,D,2017-06-04,"어리석을 감, 미련할 감"
감,澉,D,2017-06-04,
감,轗,D,2017-06-04,
감,坩,D,2017-06-04,도가니 감
감,埳,D,2017-06-04,구덩이 감
감,泔,D,2017-06-04,
감,淦,D,2017-06-04,
감,矙,D,2017-06-04,
감,鹻,D,2017-06-04,
감,监,D,2017-06-04,
감,瑊,D,2017-06-04,
감,鍳,D,2017-06-04,
감,砍,D,2017-06-04,
감,椷,D,2017-06-04,
감,歁,D,2017-06-04,
감,鹼,D,2017-06-04,
감,堿,D,2017-06-04,
감,塪,D,2017-06-04,
감,惂,D,2017-06-04,
감,撖,D,2017-06-04,
감,汵,D,2017-06-04,
감,蚶,D,2017-06-04,
감,詌,D,2017-06-04,
감,碱,D,2017-06-04,
감,绀,D,2017-06-04,
감,鉴,D,2017-06-04,
감,鳡,D,2017-06-04,
감,鹐,D,2017-06-04,
감,龛,D,2017-06-04,
감,佄,D,2017-06-04,
감,冚,D,2017-06-04,
감,凲,D,2017-06-04,
감,凵,D,2017-06-04,입벌리다
감,厱,D,2017-06-04,
감,咁,D,2017-06-04,
감,墈,D,2017-06-04,
감,尲,D,2017-06-04,
감,尶,D,2017-06-04,
감,崁,D,2017-06-04,
감,嵅,D,2017-06-04,
감,玪,D,2017-06-04,
감,玵,D,2017-06-04,
감,甝,D,2017-06-04,
감,磡,D,2017-06-04,
감,礛,D,2017-06-04,
감,竷,D,2017-06-04,
감,篏,D,2017-06-04,
감,粓,D,2017-06-04,
감,苷,D,2017-06-04,
감,莰,D,2017-06-04,
감,譼,D,2017-06-04,
감,贑,D,2017-06-04,
감,輡,D,2017-06-04,
감,轁,D,2017-06-04,
감,鑬,D,2017-06-04,
감,魐,D,2017-06-04,
감,鱤,D,2017-06-04,
감,鵮,D,2017-06-04,
감,鹸,D,2017-06-04,
감,㒈,D,2017-06-04,
감,㔋,D,2017-06-04,
감,㔶,D,2017-06-04,
감,㘛,D,2017-06-04,
감,㙳,D,2017-06-04,
감,㜟,D,2017-06-04,
감,㤌,D,2017-06-04,
감,㦑,D,2017-06-04,
감,㪠,D,2017-06-04,
감,㮀,D,2017-06-04,
감,㰸,D,2017-06-04,
감,㺂,D,2017-06-04,
감,㽍,D,2017-06-04,
감,䀍,D,2017-06-04,
감,䃭,D,2017-06-04,
감,䇞,D,2017-06-04,
감,䊻,D,2017-06-04,
감,䌠,D,2017-06-04,
감,䗣,D,2017-06-04,
감,䘓,D,2017-06-04,
감,䛓,D,2017-06-04,
감,䤗,D,2017-06-04,
감,䧩,D,2017-06-04,
감,䲺,D,2017-06-04,
갑,甲,D,2017-06-04,"갑옷 갑, 첫째 천간 갑, 비롯할 갑, 떡잎 날 갑, 법령 갑, 대궐 갑"
갑,閘,D,2017-06-04,"문 빗장 갑, 물 문 갑"
갑,岬,D,2017-06-04,"산 허구리 갑, 줄이 느런할 갑, 산허리 갑"
갑,鉀,D,2017-06-04,갑옷 갑
갑,匣,D,2017-06-04,"궤 갑, 상자 갑, 궤짝 갑"
갑,胛,D,2017-06-04,어깻죽지 갑
갑,韐,D,2017-06-04,가죽바지 갑
갑,瞌,D,2017-06-04,
갑,帢,D,2017-06-04,
갑,㠷,D,2017-06-04,
갑,钾,D,2017-06-04,
갑,闸,D,2017-06-04,
갑,厒,D,2017-06-04,
갑,搕,D,2017-06-04,
갑,敆,D,2017-06-04,
갑,玾,D,2017-06-04,
갑,笚,D,2017-06-04,
갑,筪,D,2017-06-04,
갑,舺,D,2017-06-04,
갑,醘,D,2017-06-04,
갑,㓣,D,2017-06-04,
갑,㕅,D,2017-06-04,
갑,㕉,D,2017-06-04,
갑,㗐,D,2017-06-04,
갑,㧁,D,2017-06-04,
갑,㪉,D,2017-06-04,
갑,㭱,D,2017-06-04,
갑,䐦,D,2017-06-04,
갑,䖬,D,2017-06-04,
갑,䗘,D,2017-06-04,
갑,䘥,D,2017-06-04,
갑,䪺,D,2017-06-04,
갑,䫦,D,2017-06-04,
갓,㖙,D,2017-06-04,
강,江,D,2017-06-04,"가람 강, 물 강"
강,强,D,2017-06-04,"강할 강, 나머지 강, 바구미 강"
강,講,D,2017-06-04,"강론할 강, 강구할 강, 익힐 강, 강화할 강"
강,降,D,2017-06-04,"내릴 강, 떨어질 강, 돌아갈 강"
강,康,D,2017-06-04,"편안할 강, 즐거울 강, 다섯거리 강"
강,綱,D,2017-06-04,"벼리 강, 근본 강, 법 강, 대강 강"
강,鋼,D,2017-06-04,"쇠 강, 강철 강"
강,姜,D,2017-06-04,"성씨 강, 강할 강"
강,剛,D,2017-06-04,"굳을 강, 굳셀 강, 꼬장할 강, 바야흐로 강"
강,疆,D,2017-06-04,"땅 경계 강, 갈피 강, 굳셀 강, 변방 강, 지경 강"
강,岡,D,2017-06-04,"멧동 강, 산등성이 강"
강,彊,D,2017-06-04,"굳셀 강, 센 활 강, 사나울 강, 송장 뻣뻣할 강, 꿋꿋할 강"
강,崗,D,2017-06-04,"岡의 俗字, 산등성이 강"
강,慷,D,2017-06-04,강개할 강
강,腔,D,2017-06-04,"창자 강, 속 빌 강, 뼈대 강, 말 허구리 강"
강,薑,D,2017-06-04,"생강 강, 새앙 강"
강,糠,D,2017-06-04,"겨 강, 번쇄할 강"
강,舡,D,2017-06-04,오나라 배 강
강,絳,D,2017-06-04,"깊게 붉을 강, 강초 강, 깊게 붉은 강"
강,襁,D,2017-06-04,포대기 강
강,羌,D,2017-06-04,"오랑캐 강, 말 끝낼 강"
강,堈,D,2017-06-04,"언덕 강, 밭 두둑 강, 독 강"
강,畺,D,2017-06-04,"疆과 同字, 지경 강"
강,鱇,D,2017-06-04,천징어 강
강,杠,D,2017-06-04,"외나무 다리 강, 깃대 강, 상 앞 가로막대 강, 올릴 강"
강,僵,D,2017-06-04,"엎드러질 강, 쓰러질 강"
강,忼,D,2017-06-04,"강개할 강, 뜻이 크고 기개있을 강, 탄식할 강"
강,跫,D,2017-06-04,
강,橿,D,2017-06-04,"참죽나무 강, 호미자루 강, 사닥다리 강, 억셀 강"
강,韁,D,2017-06-04,고삐 강
강,茳,D,2017-06-04,강리풀 강
강,壃,D,2017-06-04,疆과 同字
강,扛,D,2017-06-04,마주 들 강
강,釭,D,2017-06-04,
강,殭,D,2017-06-04,"죽어 썩지 않을 강, 마른 누에 강"
강,矼,D,2017-06-04,"돌다리 강, 징검다리 강, 성실할 강"
강,繈,D,2017-06-04,繦의 本字
강,穅,D,2017-06-04,"겨 강, 악기이름 강"
강,罡,D,2017-06-04,강별 강
강,羗,D,2017-06-04,羌과 同字
강,羫,D,2017-06-04,밭 갈 강
강,傋,D,2017-06-04,아첨 아니할 강
강,豇,D,2017-06-04,광저기 강
강,強,D,2017-06-04,강할
강,冈,D,2017-06-04,
강,奋,D,2017-06-04,
강,棡,D,2017-06-04,
강,掆,D,2017-06-04,
강,犺,D,2017-06-04,
강,玒,D,2017-06-04,
강,糨,D,2017-06-04,
강,繮,D,2017-06-04,
강,峕,D,2017-06-04,
강,嵻,D,2017-06-04,
강,鏹,D,2017-06-04,
강,㽘,D,2017-06-04,
강,缰,D,2017-06-04,
강,刚,D,2017-06-04,
강,岗,D,2017-06-04,
강,绛,D,2017-06-04,
강,讲,D,2017-06-04,
강,钢,D,2017-06-04,
강,镪,D,2017-06-04,
강,冮,D,2017-06-04,
강,勥,D,2017-06-04,
강,匟,D,2017-06-04,
강,唴,D,2017-06-04,
강,啌,D,2017-06-04,
강,嗴,D,2017-06-04,
강,囥,D,2017-06-04,
강,堽,D,2017-06-04,
강,夅,D,2017-06-04,
강,嫝,D,2017-06-04,
강,嵹,D,2017-06-04,
강,弜,D,2017-06-04,
강,弶,D,2017-06-04,
강,摃,D,2017-06-04,
강,摾,D,2017-06-04,
강,椌,D,2017-06-04,
강,槺,D,2017-06-04,
강,溬,D,2017-06-04,
강,漒,D,2017-06-04,
강,漮,D,2017-06-04,
강,焵,D,2017-06-04,
강,牨,D,2017-06-04,
강,犅,D,2017-06-04,
강,犟,D,2017-06-04,
강,猐,D,2017-06-04,
강,獇,D,2017-06-04,
강,玜,D,2017-06-04,
강,琷,D,2017-06-04,
강,瓨,D,2017-06-04,
강,畕,D,2017-06-04,
강,疅,D,2017-06-04,
강,砊,D,2017-06-04,
강,碙,D,2017-06-04,
강,礓,D,2017-06-04,
강,筻,D,2017-06-04,
강,粇,D,2017-06-04,
강,糡,D,2017-06-04,
강,繦,D,2017-06-04,
강,翞,D,2017-06-04,
강,耩,D,2017-06-04,
강,膙,D,2017-06-04,
강,葁,D,2017-06-04,
강,蔃,D,2017-06-04,
강,蜣,D,2017-06-04,
강,袶,D,2017-06-04,
강,謽,D,2017-06-04,
강,躿,D,2017-06-04,
강,鎠,D,2017-06-04,
강,鏮,D,2017-06-04,
강,顜,D,2017-06-04,
강,㓻,D,2017-06-04,
강,㔔,D,2017-06-04,
강,㛨,D,2017-06-04,
강,㝩,D,2017-06-04,
강,㟠,D,2017-06-04,
강,㟵,D,2017-06-04,
강,㢜,D,2017-06-04,
강,㧏,D,2017-06-04,
강,㩖,D,2017-06-04,
강,㭃,D,2017-06-04,
강,㭎,D,2017-06-04,
강,㱂,D,2017-06-04,
강,㳾,D,2017-06-04,
강,㹔,D,2017-06-04,
강,㼚,D,2017-06-04,
강,㼹,D,2017-06-04,
강,㾤,D,2017-06-04,
강,䃃,D,2017-06-04,
강,䃨,D,2017-06-04,
강,䆲,D,2017-06-04,
강,䌉,D,2017-06-04,
강,䕬,D,2017-06-04,
강,䗧,D,2017-06-04,
강,䗵,D,2017-06-04,
강,䚗,D,2017-06-04,
강,䡉,D,2017-06-04,
강,䥒,D,2017-06-04,
강,䬕,D,2017-06-04,
강,䴚,D,2017-06-04,
강,跭,I,2017-06-04,
강,悾,I,2017-06-04,
개,改,D,2017-06-04,"고칠 개, 거듭할 개, 바꿀 개"
개,開,D,2017-06-04,"열 개, 통할 개, 발할 개, 베풀 개, 풀 개"
개,個,D,2017-06-04,"낱 개, 치우칠 개"
개,皆,D,2017-06-04,"모두 개, 한 가지 개, 같을 개, 다 개"
개,豈,D,2017-06-04,"승전악 개, 일찍 개"
개,槪,D,2017-06-04,"평두목 개, 절개 개, 대강 개, 거리낄 개, 칠한 술통 개, 대개 개"
개,介,D,2017-06-04,"낄 개, 도울 개, 맬 개, 클 개, 중매할 개"
개,蓋,D,2017-06-04,"뚜껑 개, 덮개 개, 이엉 개, 우산 개, 가리울 개, 덮을 개"
개,慨,D,2017-06-04,"분할 개, 강개할 개, 슬플 개, 분개할 개"
개,价,D,2017-06-04,"착할 개, 클 개, 사신 개"
개,塏,D,2017-06-04,시원한 땅 개
개,箇,D,2017-06-04,"낱 개, 개수 개"
개,漑,D,2017-06-04,"물 댈 개, 씻을 개, 물 천천히 흐를 개"
개,芥,D,2017-06-04,"겨자 개, 갓 개, 지푸라기 개, 티끌 개"
개,凱,D,2017-06-04,"싸움 이긴 풍류 개, 착할 개, 마파람 개, 좋은 사람 개, 승전악 개"
개,愾,D,2017-06-04,"한숨 쉴 개, 성낼 개, 노할 개"
개,盖,D,2017-06-04,"蓋의 俗字, 뚜껑 개"
개,鎧,D,2017-06-04,"투구 개, 갑옷 개"
개,愷,D,2017-06-04,"탐할 개, 급할 개, 편안할 개"
개,恝,D,2017-06-04,걱정 없을 개
개,疥,D,2017-06-04,옴 개
개,槩,D,2017-06-04,槪와 同字
개,剴,D,2017-06-04,"낫 개, 가까울 개, 간절할 개"
개,玠,D,2017-06-04,큰 서옥 개
개,揩,D,2017-06-04,"문지를 개, 문질러 훔칠 개"
개,匃,D,2017-06-04,"청구할 개, 줄 개, 빌 개"
개,闓,D,2017-06-04,"열 개, 풀 개, 활깍지 개"
개,磕,D,2017-06-04,돌 부딪는 소리 개
개,个,D,2017-06-04,
개,丐,D,2017-06-04,
개,葢,D,2017-06-04,
개,㮣,D,2017-06-04,
개,嘅,D,2017-06-04,
개,喈,D,2017-06-04,
개,湝,D,2017-06-04,
개,祴,D,2017-06-04,
개,礚,D,2017-06-04,
개,暟,D,2017-06-04,
개,蚧,D,2017-06-04,
개,稭,D,2017-06-04,
개,概,D,2017-06-04,
개,烗,D,2017-06-04,
개,䁗,D,2017-06-04,
개,䡷,D,2017-06-04,
개,凯,D,2017-06-04,
개,剀,D,2017-06-04,
개,垲,D,2017-06-04,
개,开,D,2017-06-04,
개,恺,D,2017-06-04,
개,钙,D,2017-06-04,
개,铠,D,2017-06-04,
개,锎,D,2017-06-04,
개,锴,D,2017-06-04,
개,闿,D,2017-06-04,
개,丯,D,2017-06-04,
개,乢,D,2017-06-04,
개,勓,D,2017-06-04,
개,匄,D,2017-06-04,
개,吤,D,2017-06-04,
개,嗰,D,2017-06-04,
개,奒,D,2017-06-04,
개,媘,D,2017-06-04,
개,尬,D,2017-06-04,
개,岕,D,2017-06-04,
개,幆,D,2017-06-04,
개,庎,D,2017-06-04,
개,忋,D,2017-06-04,
